Customer ID,Age,agr_group,Gender,Item Purchased,Category,Purchase Amount (USD),Purchase Amount in INR,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
159,25,Young adults,Male,Shirt,Clothing,73,6192.59,Connecticut,XL,Teal,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,50,Bank Transfer,Monthly
160,58,Middle-aged adults,Male,Gloves,Accessories,27,2290.41,New Hampshire,M,Charcoal,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months
161,27,Young adults,Male,Gloves,Accessories,23,1951.09,Texas,M,Orange,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,34,Venmo,Monthly
162,65,Seniors ,Male,Backpack,Accessories,49,4156.67,North Dakota,M,Olive,Fall,3,Yes,Venmo,Express,Yes,Yes,29,Venmo,Fortnightly
163,54,Middle-aged adults,Male,Sunglasses,Accessories,74,6277.42,California,M,Turquoise,Summer,3,Yes,Credit Card,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly
164,54,Middle-aged adults,Male,Skirt,Clothing,67,5683.61,Virginia,M,Purple,Summer,3.4,Yes,PayPal,Standard,Yes,Yes,8,Debit Card,Weekly
165,59,Middle-aged adults,Male,Handbag,Accessories,65,5513.95,Delaware,S,Purple,Spring,2.6,Yes,Debit Card,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly
166,42,adults,Male,Handbag,Accessories,60,5089.8,Kentucky,S,Yellow,Winter,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,7,Cash,Monthly
167,46,Middle-aged adults,Male,Sneakers,Footwear,31,2629.73,Delaware,XL,Indigo,Fall,4,Yes,Cash,Store Pickup,Yes,Yes,30,Cash,Monthly
168,33,adults,Male,Gloves,Accessories,27,2290.41,Arkansas,M,Green,Fall,4,Yes,Venmo,Express,Yes,Yes,14,Credit Card,Every 3 Months
169,34,adults,Male,Shoes,Footwear,80,6786.4,Louisiana,M,Magenta,Summer,3,Yes,Bank Transfer,Express,Yes,Yes,5,Cash,Fortnightly
170,27,Young adults,Male,Jacket,Outerwear,30,2544.9,Nevada,S,Gold,Summer,3.3,Yes,Credit Card,Standard,Yes,Yes,3,PayPal,Every 3 Months
171,52,Middle-aged adults,Male,Shirt,Clothing,25,2120.75,Wyoming,M,Maroon,Fall,2.6,Yes,Venmo,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly
172,29,Young adults,Male,Shorts,Clothing,35,2969.05,Virginia,M,Blue,Summer,3.6,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly
173,54,Middle-aged adults,Male,Jewelry,Accessories,67,5683.61,Nebraska,M,Violet,Summer,3.9,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly
174,25,Young adults,Male,Hat,Accessories,46,3902.18,Hawaii,M,Turquoise,Fall,3.4,Yes,PayPal,Standard,Yes,Yes,30,Cash,Annually
175,41,adults,Male,Shoes,Footwear,35,2969.05,Vermont,L,Brown,Winter,3.5,Yes,Venmo,Express,Yes,Yes,37,Venmo,Annually
176,53,Middle-aged adults,Male,Coat,Outerwear,86,7295.38,Oklahoma,L,Violet,Fall,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Annually
177,53,Middle-aged adults,Male,Backpack,Accessories,81,6871.23,New Hampshire,L,Black,Spring,2.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,30,Credit Card,Quarterly
178,21,Young adults,Male,Hoodie,Clothing,42,3562.86,Kansas,L,Magenta,Fall,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly
179,61,Seniors ,Male,Skirt,Clothing,43,3647.69,Idaho,L,Lavender,Fall,4.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly
180,64,Seniors ,Male,Boots,Footwear,31,2629.73,Illinois,M,Violet,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly
181,51,Middle-aged adults,Male,Sandals,Footwear,81,6871.23,South Dakota,L,Green,Fall,3.3,Yes,Cash,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly
182,32,adults,Male,Pants,Clothing,61,5174.63,Massachusetts,M,Beige,Summer,4.7,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly
183,38,adults,Male,Gloves,Accessories,96,8143.68,Alabama,XL,Purple,Summer,2.8,Yes,Venmo,Store Pickup,Yes,Yes,10,Debit Card,Annually
184,58,Middle-aged adults,Male,Skirt,Clothing,29,2460.07,Ohio,XL,Beige,Spring,3.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly
185,32,adults,Male,Sneakers,Footwear,33,2799.39,Hawaii,L,Cyan,Spring,3,Yes,Cash,Express,Yes,Yes,40,Cash,Fortnightly
186,46,Middle-aged adults,Male,T-shirt,Clothing,32,2714.56,Wisconsin,XL,Silver,Summer,4.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly
187,39,adults,Male,Backpack,Accessories,56,4750.48,Minnesota,S,Lavender,Summer,2.9,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually
188,19,Young adults,Male,Shoes,Footwear,94,7974.02,Georgia,S,Purple,Spring,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
189,50,Middle-aged adults,Male,Hoodie,Clothing,53,4495.99,Arkansas,M,Pink,Spring,3.1,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
190,36,adults,Male,Blouse,Clothing,82,6956.06,West Virginia,M,Maroon,Fall,4.4,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly
191,65,Seniors ,Male,Coat,Outerwear,70,5938.1,Indiana,XL,Beige,Fall,3,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly
192,64,Seniors ,Male,Hat,Accessories,76,6447.08,Utah,M,Gray,Fall,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months
193,46,Middle-aged adults,Male,Shoes,Footwear,29,2460.07,Nebraska,L,Turquoise,Summer,2.9,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly
194,36,adults,Male,Belt,Accessories,100,8483,North Dakota,S,Silver,Fall,3,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually
195,51,Middle-aged adults,Male,Backpack,Accessories,94,7974.02,Missouri,M,Olive,Spring,3.1,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly
196,51,Middle-aged adults,Male,Jacket,Outerwear,25,2120.75,New York,M,Magenta,Fall,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly
197,38,adults,Male,Boots,Footwear,88,7465.04,Washington,M,Lavender,Summer,3.9,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly
198,59,Middle-aged adults,Male,Scarf,Accessories,78,6616.74,South Carolina,M,Black,Fall,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly
199,57,Middle-aged adults,Male,Jewelry,Accessories,45,3817.35,Utah,M,Turquoise,Winter,4.8,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly
200,54,Middle-aged adults,Male,Hat,Accessories,73,6192.59,Idaho,XL,Green,Summer,3.8,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly
201,25,Young adults,Male,Dress,Clothing,61,5174.63,Pennsylvania,S,Teal,Summer,3.3,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly
202,69,Seniors ,Male,Blouse,Clothing,22,1866.26,Missouri,S,Beige,Fall,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually
203,57,Middle-aged adults,Male,Hat,Accessories,38,3223.54,Nebraska,L,Magenta,Spring,2.7,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually
204,70,Seniors ,Male,Scarf,Accessories,38,3223.54,Indiana,S,Yellow,Fall,3.2,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly
205,24,Young adults,Male,Sneakers,Footwear,100,8483,Arizona,M,Yellow,Fall,4,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly
206,67,Seniors ,Male,Shirt,Clothing,64,5429.12,Hawaii,M,Silver,Winter,3,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly
207,24,Young adults,Male,T-shirt,Clothing,55,4665.65,Wisconsin,L,Silver,Summer,4.2,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly
208,62,Seniors ,Male,Gloves,Accessories,91,7719.53,Rhode Island,M,Silver,Summer,2.9,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly
209,57,Middle-aged adults,Male,Skirt,Clothing,38,3223.54,Wisconsin,M,Gold,Spring,4.1,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly
210,55,Middle-aged adults,Male,Sandals,Footwear,97,8228.51,Minnesota,S,Olive,Winter,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Every 3 Months
211,45,adults,Male,Jacket,Outerwear,22,1866.26,Vermont,L,Teal,Fall,3,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly
212,69,Seniors ,Male,Skirt,Clothing,92,7804.36,South Dakota,L,Maroon,Fall,4.2,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly
213,67,Seniors ,Male,Handbag,Accessories,84,7125.72,Virginia,L,Blue,Fall,4.2,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually
214,30,Young adults,Male,Handbag,Accessories,93,7889.19,Nevada,L,Peach,Fall,4.4,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months
215,24,Young adults,Male,Jacket,Outerwear,50,4241.5,Hawaii,L,Blue,Summer,4.2,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Every 3 Months
216,62,Seniors ,Male,Scarf,Accessories,64,5429.12,New Jersey,S,Orange,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly
217,43,adults,Male,Shorts,Clothing,61,5174.63,Massachusetts,L,Yellow,Spring,3.7,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly
218,35,adults,Male,Sunglasses,Accessories,48,4071.84,Oklahoma,M,Purple,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually
219,28,Young adults,Male,T-shirt,Clothing,45,3817.35,California,S,Magenta,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly
220,32,adults,Male,Belt,Accessories,88,7465.04,Nevada,M,Cyan,Spring,3,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly
221,39,adults,Male,Sneakers,Footwear,57,4835.31,Arizona,S,Indigo,Spring,3.7,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly
222,28,Young adults,Male,Hat,Accessories,68,5768.44,North Carolina,XL,Magenta,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly
223,47,Middle-aged adults,Male,Gloves,Accessories,94,7974.02,New York,XL,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly
224,20,Young adults,Male,Pants,Clothing,41,3478.03,Wyoming,M,Turquoise,Spring,4.8,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually
225,63,Seniors ,Male,Socks,Clothing,83,7040.89,South Dakota,S,Beige,Summer,2.9,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
226,25,Young adults,Male,Jacket,Outerwear,22,1866.26,Arkansas,M,Olive,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually
227,29,Young adults,Male,Shoes,Footwear,74,6277.42,Texas,L,Violet,Spring,3.3,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly
228,50,Middle-aged adults,Male,Jeans,Clothing,90,7634.7,Rhode Island,M,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly
229,18,children,Male,Socks,Clothing,79,6701.57,New Hampshire,M,White,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually
230,70,Seniors ,Male,Sandals,Footwear,28,2375.24,Ohio,S,Silver,Spring,4.6,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months
231,66,Seniors ,Male,Scarf,Accessories,88,7465.04,Utah,L,Olive,Fall,4.1,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually
232,28,Young adults,Male,Blouse,Clothing,26,2205.58,Tennessee,M,Blue,Spring,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months
233,54,Middle-aged adults,Male,Jewelry,Accessories,27,2290.41,Hawaii,L,Purple,Winter,4.2,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly
234,19,Young adults,Male,Sweater,Clothing,83,7040.89,Arizona,XL,Yellow,Fall,4.5,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months
235,20,Young adults,Male,Gloves,Accessories,39,3308.37,South Dakota,S,Silver,Summer,3.7,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly
236,43,adults,Male,Sunglasses,Accessories,89,7549.87,New Jersey,M,Cyan,Winter,3.7,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly
237,38,adults,Male,Coat,Outerwear,68,5768.44,North Dakota,L,Green,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly
238,50,Middle-aged adults,Male,Dress,Clothing,90,7634.7,Iowa,M,Beige,Summer,3,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly
239,64,Seniors ,Male,Skirt,Clothing,34,2884.22,Ohio,M,Peach,Fall,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually
240,49,Middle-aged adults,Male,Pants,Clothing,51,4326.33,Vermont,L,Yellow,Summer,2.9,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly
241,47,Middle-aged adults,Male,Sweater,Clothing,45,3817.35,Montana,XL,Turquoise,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly
242,36,adults,Male,Hoodie,Clothing,88,7465.04,Delaware,M,Peach,Winter,4.1,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly
243,55,Middle-aged adults,Male,Coat,Outerwear,85,7210.55,New York,L,Gray,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months
244,25,Young adults,Male,Jewelry,Accessories,100,8483,Kentucky,M,Olive,Winter,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly
245,53,Middle-aged adults,Male,Belt,Accessories,42,3562.86,Oregon,S,Indigo,Spring,4.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
246,49,Middle-aged adults,Male,Sandals,Footwear,53,4495.99,Rhode Island,L,Charcoal,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Fortnightly
247,35,adults,Male,Sunglasses,Accessories,86,7295.38,Nevada,XL,Beige,Spring,3.2,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Bi-Weekly
248,29,Young adults,Male,Sweater,Clothing,66,5598.78,Montana,XL,Brown,Spring,4.4,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Weekly
249,47,Middle-aged adults,Male,Belt,Accessories,100,8483,Pennsylvania,M,Blue,Winter,4.8,Yes,Venmo,Express,Yes,Yes,33,PayPal,Weekly
250,53,Middle-aged adults,Male,Handbag,Accessories,47,3987.01,Alaska,S,Teal,Fall,4.2,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually
251,33,adults,Male,Skirt,Clothing,25,2120.75,Mississippi,L,Black,Fall,4,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Weekly
252,21,Young adults,Male,Handbag,Accessories,51,4326.33,Wyoming,XL,Gold,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Annually
253,32,adults,Male,Shorts,Clothing,41,3478.03,Delaware,M,Violet,Summer,3.9,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Fortnightly
254,52,Middle-aged adults,Male,Boots,Footwear,73,6192.59,Oklahoma,L,Cyan,Winter,4.9,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly
255,67,Seniors ,Male,Sunglasses,Accessories,42,3562.86,Indiana,M,White,Winter,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly
256,43,adults,Male,Scarf,Accessories,20,1696.6,Maryland,M,Charcoal,Spring,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Annually
257,58,Middle-aged adults,Male,Jewelry,Accessories,30,2544.9,South Dakota,XL,Violet,Spring,4.7,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Every 3 Months
258,20,Young adults,Male,Handbag,Accessories,53,4495.99,West Virginia,M,Red,Summer,4.5,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Quarterly
259,61,Seniors ,Male,Gloves,Accessories,74,6277.42,Alabama,S,Lavender,Spring,2.8,Yes,Venmo,Express,Yes,Yes,16,Cash,Quarterly
260,32,adults,Male,Jeans,Clothing,57,4835.31,Louisiana,M,Gold,Fall,2.9,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Annually
261,38,adults,Male,Hat,Accessories,57,4835.31,Montana,S,Red,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months
262,21,Young adults,Male,Jeans,Clothing,77,6531.91,California,L,Magenta,Winter,4.9,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually
263,37,adults,Male,Pants,Clothing,40,3393.2,Hawaii,M,Teal,Summer,3.7,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually
264,27,Young adults,Male,Shorts,Clothing,46,3902.18,Iowa,M,Purple,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly
265,36,adults,Male,Pants,Clothing,78,6616.74,Colorado,S,Charcoal,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Annually
266,32,adults,Male,Backpack,Accessories,59,5004.97,Michigan,M,Gray,Spring,3.2,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly
267,51,Middle-aged adults,Male,Jewelry,Accessories,75,6362.25,Louisiana,L,White,Summer,3.1,Yes,Cash,Express,Yes,Yes,32,Credit Card,Weekly
268,64,Seniors ,Male,Sweater,Clothing,54,4580.82,Maryland,M,Olive,Spring,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Annually
269,68,Seniors ,Male,Shoes,Footwear,42,3562.86,Georgia,M,Charcoal,Spring,2.6,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Monthly
270,68,Seniors ,Male,Blouse,Clothing,44,3732.52,Georgia,M,Charcoal,Winter,3.3,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly
271,33,adults,Male,Jeans,Clothing,52,4411.16,North Dakota,XL,Orange,Fall,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Annually
272,65,Seniors ,Male,Sunglasses,Accessories,69,5853.27,Maryland,XL,Yellow,Summer,4.6,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Fortnightly
273,48,Middle-aged adults,Male,Jewelry,Accessories,26,2205.58,Oregon,M,Beige,Summer,4.4,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
274,69,Seniors ,Male,Coat,Outerwear,33,2799.39,North Dakota,S,Silver,Spring,4.2,Yes,Cash,Express,Yes,Yes,32,Debit Card,Quarterly
275,59,Middle-aged adults,Male,Jewelry,Accessories,32,2714.56,Maryland,M,Indigo,Spring,3,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly
276,48,Middle-aged adults,Male,Backpack,Accessories,85,7210.55,Virginia,XL,Lavender,Winter,4,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Weekly
277,25,Young adults,Male,Skirt,Clothing,30,2544.9,South Dakota,XL,Turquoise,Fall,3.5,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Fortnightly
278,29,Young adults,Male,Shirt,Clothing,29,2460.07,Georgia,M,Green,Winter,3,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
279,57,Middle-aged adults,Male,Sweater,Clothing,95,8058.85,Hawaii,M,Orange,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Annually
280,23,Young adults,Male,Sneakers,Footwear,69,5853.27,Arkansas,L,Turquoise,Summer,4,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Monthly
281,45,adults,Male,Sandals,Footwear,69,5853.27,Montana,S,Cyan,Fall,4.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly
282,38,adults,Male,Belt,Accessories,61,5174.63,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Bank Transfer,Standard,Yes,Yes,22,Debit Card,Bi-Weekly
283,21,Young adults,Male,Skirt,Clothing,94,7974.02,Minnesota,M,Teal,Summer,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly
284,32,adults,Male,Sweater,Clothing,30,2544.9,Montana,S,Maroon,Fall,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,16,Venmo,Annually
285,63,Seniors ,Male,Skirt,Clothing,45,3817.35,Ohio,M,Red,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Quarterly
286,29,Young adults,Male,Handbag,Accessories,39,3308.37,Kentucky,XL,Yellow,Summer,4.8,Yes,Credit Card,Express,Yes,Yes,3,Debit Card,Bi-Weekly
287,27,Young adults,Male,Jewelry,Accessories,51,4326.33,Nebraska,L,Gray,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,6,Debit Card,Annually
288,56,Middle-aged adults,Male,Scarf,Accessories,37,3138.71,Delaware,L,Blue,Spring,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly
289,30,Young adults,Male,T-shirt,Clothing,62,5259.46,North Carolina,M,Lavender,Winter,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
290,49,Middle-aged adults,Male,Coat,Outerwear,85,7210.55,New York,M,Yellow,Fall,4.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly
291,58,Middle-aged adults,Male,T-shirt,Clothing,33,2799.39,Colorado,M,Indigo,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Weekly
292,57,Middle-aged adults,Male,Dress,Clothing,26,2205.58,Delaware,XL,Violet,Fall,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly
293,60,Middle-aged adults,Male,Shoes,Footwear,99,8398.17,Utah,M,Green,Spring,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,24,Cash,Quarterly
294,69,Seniors ,Male,Handbag,Accessories,39,3308.37,Connecticut,M,White,Spring,2.7,Yes,PayPal,Express,Yes,Yes,33,PayPal,Annually
295,70,Seniors ,Male,Skirt,Clothing,20,1696.6,New Jersey,M,Gold,Spring,4.6,Yes,Cash,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months
296,53,Middle-aged adults,Male,Sunglasses,Accessories,42,3562.86,West Virginia,M,Indigo,Winter,2.7,Yes,Venmo,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
297,25,Young adults,Male,Sandals,Footwear,74,6277.42,Indiana,S,Lavender,Spring,4.8,Yes,PayPal,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
298,48,Middle-aged adults,Male,Shoes,Footwear,26,2205.58,Delaware,XL,Purple,Summer,4.4,Yes,Bank Transfer,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
299,69,Seniors ,Male,T-shirt,Clothing,53,4495.99,Maryland,M,Lavender,Winter,4,Yes,Cash,Standard,Yes,Yes,11,Venmo,Every 3 Months
300,25,Young adults,Male,Sneakers,Footwear,80,6786.4,Pennsylvania,M,Maroon,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Fortnightly
301,29,Young adults,Male,Hat,Accessories,98,8313.34,Iowa,M,Teal,Spring,4.4,Yes,Cash,Store Pickup,Yes,Yes,24,PayPal,Weekly
302,46,Middle-aged adults,Male,Skirt,Clothing,95,8058.85,Pennsylvania,M,Green,Spring,3.8,Yes,Debit Card,Standard,Yes,Yes,25,Credit Card,Every 3 Months
303,37,adults,Male,Sweater,Clothing,44,3732.52,Delaware,L,Olive,Summer,3.6,Yes,Venmo,Express,Yes,Yes,27,Bank Transfer,Every 3 Months
304,20,Young adults,Male,Sandals,Footwear,60,5089.8,Oregon,M,Turquoise,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,49,Venmo,Weekly
305,40,adults,Male,Dress,Clothing,84,7125.72,Oregon,M,Green,Winter,3.4,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
306,60,Middle-aged adults,Male,Sweater,Clothing,59,5004.97,Utah,M,Teal,Fall,3.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Annually
307,26,Young adults,Male,Jacket,Outerwear,49,4156.67,North Dakota,S,White,Summer,3.6,Yes,Debit Card,Express,Yes,Yes,4,Cash,Annually
308,29,Young adults,Male,Gloves,Accessories,32,2714.56,Florida,M,Orange,Winter,3.2,Yes,Cash,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months
309,66,Seniors ,Male,Handbag,Accessories,29,2460.07,Maryland,M,Beige,Fall,3.7,Yes,Bank Transfer,Standard,Yes,Yes,45,Venmo,Bi-Weekly
310,66,Seniors ,Male,Dress,Clothing,22,1866.26,Minnesota,M,Yellow,Spring,4.5,Yes,Bank Transfer,Standard,Yes,Yes,21,Cash,Fortnightly
311,56,Middle-aged adults,Male,Pants,Clothing,85,7210.55,Montana,M,Charcoal,Winter,4.6,Yes,Debit Card,Standard,Yes,Yes,50,Cash,Fortnightly
312,69,Seniors ,Male,Jeans,Clothing,52,4411.16,Rhode Island,L,Silver,Winter,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
313,38,adults,Male,Pants,Clothing,89,7549.87,Massachusetts,L,Green,Spring,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,6,PayPal,Annually
314,42,adults,Male,Dress,Clothing,77,6531.91,Vermont,M,Pink,Spring,3.7,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months
315,30,Young adults,Male,Pants,Clothing,24,2035.92,New Jersey,M,Purple,Summer,3.3,Yes,PayPal,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months
316,66,Seniors ,Male,Jewelry,Accessories,24,2035.92,Wisconsin,XL,Orange,Spring,4.5,Yes,Venmo,Express,Yes,Yes,24,Debit Card,Annually
